id,user_id,time,lat,lng,type,inf,falsePostive,out,sim_id,peer_id,contact_length,quiz_id,modifier,score
356428,1857,1613849078,0,0,falsePositive,,+,,39,,0,0,,0
356429,1857,1613849098,0,0,falsePositive,,-,,39,,0,0,,0
350527,1715,1613747892,0,0,contact,,,,39,6f53450f-cf24-4afd-9ada-87456d350b0b,114550,0,,0
350528,1738,1613749044,0,0,contact,,,,39,912b9eaf-4c12-4e09-971a-ae436fc42b47,62695,0,,0
350529,1695,1613749045,0,0,contact,,,,39,b22e5847-e49f-4175-b7df-00d96c7435b7,64000,0,,0
350530,1723,1613749177,0,0,contact,,,,39,04c71b4a-585a-4596-b7ff-bb9048b16afa,162520,0,,0
350531,1753,1613749659,0,0,contact,,,,39,1b808919-6175-4101-870f-0a8e06f751d5,170010,0,,0
350532,1692,1613750123,0,0,contact,,,,39,b69a8fb2-eb18-4732-8fd4-68268e141285,176253,0,,0
350533,1783,1613750223,0,0,contact,,,,39,8e6c751d-2833-4a00-a038-b6b45dd3eb3a,55665,0,,0
350534,1704,1613750238,0,0,contact,,,,39,547718f1-029f-4038-bf22-a9d0d033fd25,71870,0,,0
350535,1692,1613750362,0,0,contact,,,,39,b69a8fb2-eb18-4732-8fd4-68268e141285,172073,0,,0
350536,1805,1613750832,0,0,modifier,,,,39,,0,0,Wearing Mask,0
350537,1805,1613750854,0,0,modifier,,,,39,,0,0,Wearing PPE,0
350538,1758,1613750910,0,0,infection,CASE0[0],,,39,,0,0,,0
350539,1708,1613750913,0,0,contact,,,,39,912b9eaf-4c12-4e09-971a-ae436fc42b47,92328,0,,0
350540,1695,1613750914,0,0,contact,,,,39,c2e34e35-caf9-43c4-a4e9-80e858785ea5,94045,0,,0
350541,1806,1613750932,0,0,contact,,,,39,af236437-00ad-416f-97d0-6377525c77d1,43484,0,,0
350542,1798,1613750987,0,0,contact,,,,39,d80ece87-bb06-4a87-a7bc-f9d5f13d9cfd,73499,0,,0
350543,1796,1613750988,0,0,contact,,,,39,9b3e2aff-6580-4e4b-8f6f-129d8b55f33c,388018,0,,0
350544,1806,1613750992,0,0,contact,,,,39,af236437-00ad-416f-97d0-6377525c77d1,37080,0,,0
356651,1857,1613853896,0,0,falsePositive,,-,,39,,0,0,,0
350545,1740,1613751019,0,0,contact,,,,39,6293c1a5-4a1e-46ab-a4d7-0e8d131d9ef1,134094,0,,0
350546,1793,1613751506,0,0,contact,,,,39,912b9eaf-4c12-4e09-971a-ae436fc42b47,83469,0,,0
350547,1695,1613751508,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,84987,0,,0
350548,1680,1613751518,0,0,contact,,,,39,ce4c3592-f65b-4484-aa34-a5aaaa81644d,161095,0,,0
350549,1759,1613751579,0,0,contact,,,,39,2d5872b4-d941-45df-a5ab-fa72243d22b9,162045,0,,0
350550,1793,1613751636,0,0,contact,,,,39,912b9eaf-4c12-4e09-971a-ae436fc42b47,105567,0,,0
350551,1695,1613751637,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,106146,0,,0
350552,1704,1613751721,0,0,contact,,,,39,547718f1-029f-4038-bf22-a9d0d033fd25,29712,0,,0
350553,1783,1613751753,0,0,contact,,,,39,8e6c751d-2833-4a00-a038-b6b45dd3eb3a,60161,0,,0
350554,1798,1613751781,0,0,contact,,,,39,d80ece87-bb06-4a87-a7bc-f9d5f13d9cfd,63962,0,,0
350555,1793,1613751788,0,0,contact,,,,39,912b9eaf-4c12-4e09-971a-ae436fc42b47,106159,0,,0
350556,1695,1613751790,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,108421,0,,0
350557,1796,1613751789,0,0,contact,,,,39,9b3e2aff-6580-4e4b-8f6f-129d8b55f33c,72797,0,,0
350558,1676,1613751813,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,241342,0,,0
350559,1704,1613751846,0,0,contact,,,,39,547718f1-029f-4038-bf22-a9d0d033fd25,39046,0,,0
350560,1740,1613751865,0,0,contact,,,,39,6293c1a5-4a1e-46ab-a4d7-0e8d131d9ef1,12276,0,,0
350561,1783,1613751878,0,0,contact,,,,39,8e6c751d-2833-4a00-a038-b6b45dd3eb3a,70475,0,,0
350562,1704,1613751926,0,0,contact,,,,39,547718f1-029f-4038-bf22-a9d0d033fd25,44787,0,,0
350563,1753,1613751947,0,0,contact,,,,39,1b808919-6175-4101-870f-0a8e06f751d5,180339,0,,0
350564,1806,1613751953,0,0,contact,,,,39,af236437-00ad-416f-97d0-6377525c77d1,97474,0,,0
350565,1793,1613751955,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,125443,0,,0
350566,1676,1613751956,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,126703,0,,0
350567,1783,1613751958,0,0,contact,,,,39,8e6c751d-2833-4a00-a038-b6b45dd3eb3a,75881,0,,0
350568,1772,1613751960,0,0,infection,CASE0[0],,,39,,0,0,,0
350569,1821,1613751966,0,0,contact,,,,39,1c1b694c-cebb-48c2-a46b-bba7ede19aff,164490,0,,0
350570,1696,1613751968,0,0,contact,,,,39,d2ebe0b9-90c1-4a50-bf0c-586357acb4a4,167027,0,,0
350571,1793,1613752029,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,62971,0,,0
350572,1676,1613752030,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,65263,0,,0
350573,1786,1613752049,0,0,contact,,,,39,3dee059d-2bb6-4428-bf5c-9ba4376c63ae,74388,0,,0
350574,1793,1613752101,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,70233,0,,0
350575,1676,1613752102,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,71684,0,,0
350576,1793,1613752126,0,0,contact,,,,39,912b9eaf-4c12-4e09-971a-ae436fc42b47,196557,0,,0
350577,1695,1613752127,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,198437,0,,0
350578,1806,1613752166,0,0,contact,,,,39,af236437-00ad-416f-97d0-6377525c77d1,12101,0,,0
350579,1723,1613752215,0,0,contact,,,,39,b4785774-36ba-4f44-8af1-a011764ef8f9,240207,0,,0
350580,1806,1613752223,0,0,contact,,,,39,af236437-00ad-416f-97d0-6377525c77d1,44833,0,,0
350581,1793,1613752249,0,0,contact,,,,39,912b9eaf-4c12-4e09-971a-ae436fc42b47,59112,0,,0
350582,1793,1613752249,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,63207,0,,0
350583,1676,1613752249,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,64345,0,,0
350584,1695,1613752251,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,61483,0,,0
350585,1831,1613752252,0,0,contact,,,,39,a88638f3-b350-4863-bf61-6d13b873b45f,64583,0,,0
350586,1681,1613752378,0,0,contact,,,,39,b4785774-36ba-4f44-8af1-a011764ef8f9,63181,0,,0
350587,1786,1613752378,0,0,contact,,,,39,4bdbf7d4-241e-4210-97e6-47a7e87b4ad6,63691,0,,0
350588,1704,1613752397,0,0,contact,,,,39,547718f1-029f-4038-bf22-a9d0d033fd25,30425,0,,0
350589,1721,1613752404,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,59869,0,,0
350590,1676,1613752403,0,0,contact,,,,39,244fc033-c847-435f-93b2-b3094f1ae1b6,60356,0,,0
350591,1783,1613752429,0,0,contact,,,,39,8e6c751d-2833-4a00-a038-b6b45dd3eb3a,62035,0,,0
350592,1793,1613752434,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,93131,0,,0
350593,1793,1613752434,0,0,contact,,,,39,244fc033-c847-435f-93b2-b3094f1ae1b6,64406,0,,0
350594,1676,1613752434,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,93923,0,,0
350595,1793,1613752450,0,0,contact,,,,39,912b9eaf-4c12-4e09-971a-ae436fc42b47,110866,0,,0
350596,1695,1613752451,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,112514,0,,0
350597,1806,1613752463,0,0,contact,,,,39,af236437-00ad-416f-97d0-6377525c77d1,228916,0,,0
350598,1759,1613752465,0,0,contact,,,,39,2d5872b4-d941-45df-a5ab-fa72243d22b9,166709,0,,0
350599,1740,1613752490,0,0,contact,,,,39,6293c1a5-4a1e-46ab-a4d7-0e8d131d9ef1,339453,0,,0
350600,1695,1613752518,0,0,contact,,,,39,244fc033-c847-435f-93b2-b3094f1ae1b6,171314,0,,0
350601,1793,1613752561,0,0,contact,,,,39,912b9eaf-4c12-4e09-971a-ae436fc42b47,62454,0,,0
350602,1793,1613752561,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,82210,0,,0
350603,1676,1613752561,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,83215,0,,0
350604,1704,1613752562,0,0,contact,,,,39,547718f1-029f-4038-bf22-a9d0d033fd25,33153,0,,0
350605,1695,1613752564,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,65211,0,,0
350606,1783,1613752593,0,0,contact,,,,39,8e6c751d-2833-4a00-a038-b6b45dd3eb3a,64978,0,,0
350607,1680,1613752634,0,0,contact,,,,39,ce4c3592-f65b-4484-aa34-a5aaaa81644d,244019,0,,0
350608,1793,1613752651,0,0,contact,,,,39,912b9eaf-4c12-4e09-971a-ae436fc42b47,77674,0,,0
350609,1695,1613752652,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,79151,0,,0
350610,1793,1613752716,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,63716,0,,0
350611,1676,1613752716,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,64473,0,,0
350612,1678,1613752840,0,0,contact,,,,39,86c00c8e-4f38-4e15-bd95-f0817ef7a846,165152,0,,0
350613,1824,1613752904,0,0,contact,,,,39,41e6d147-72b8-428f-ae95-a40fd026689c,160107,0,,0
350614,1825,1613752904,0,0,contact,,,,39,495e32bd-dae0-435f-acdd-2800befc6841,160572,0,,0
350615,1681,1613752948,0,0,contact,,,,39,13966515-12f6-45d5-a4d8-82eedea11acd,111823,0,,0
350616,1784,1613752947,0,0,contact,,,,39,4bdbf7d4-241e-4210-97e6-47a7e87b4ad6,113019,0,,0
350617,1696,1613753023,0,0,contact,,,,39,d2ebe0b9-90c1-4a50-bf0c-586357acb4a4,171770,0,,0
350618,1821,1613753027,0,0,contact,,,,39,1c1b694c-cebb-48c2-a46b-bba7ede19aff,166812,0,,0
350619,1793,1613753058,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,318602,0,,0
350620,1676,1613753058,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,319235,0,,0
350621,1842,1613753132,0,0,contact,,,,39,2d5872b4-d941-45df-a5ab-fa72243d22b9,52838,0,,0
350622,1793,1613753207,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,93488,0,,0
350623,1676,1613753207,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,94405,0,,0
350624,1826,1613753217,0,0,contact,,,,39,8d5b1dfc-be4a-4934-871f-bcc5364b830e,63178,0,,0
350625,1793,1613753218,0,0,contact,,,,39,912b9eaf-4c12-4e09-971a-ae436fc42b47,102308,0,,0
350626,1695,1613753220,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,104901,0,,0
350627,1826,1613753243,0,0,falsePositive,,+,,39,,0,0,,0
350628,1826,1613753266,0,0,falsePositive,,-,,39,,0,0,,0
350629,1826,1613753302,0,0,contact,,,,39,8d5b1dfc-be4a-4934-871f-bcc5364b830e,65672,0,,0
350630,1681,1613753329,0,0,contact,,,,39,02b7deaa-a0a2-40bd-8f26-755204f3d942,170486,0,,0
350631,1714,1613753393,0,0,contact,,,,39,32e86581-f8bd-43d7-96ce-0257971effa0,1204207,0,,0
350632,1733,1613753393,0,0,contact,,,,39,b4785774-36ba-4f44-8af1-a011764ef8f9,63591,0,,0
350633,1786,1613753393,0,0,contact,,,,39,02b7deaa-a0a2-40bd-8f26-755204f3d942,64184,0,,0
350634,1738,1613753408,0,0,contact,,,,39,328d4d65-aefc-40a3-8a15-e9a7250b4346,59349,0,,0
350635,1753,1613753407,0,0,contact,,,,39,b22e5847-e49f-4175-b7df-00d96c7435b7,60112,0,,0
350636,1793,1613753414,0,0,contact,,,,39,244fc033-c847-435f-93b2-b3094f1ae1b6,161614,0,,0
350637,1703,1613753441,0,0,contact,,,,39,fb98fd64-9197-44c3-a2c7-3f32ad0693d4,99670,0,,0
350638,1711,1613753440,0,0,contact,,,,39,81932d42-635b-421e-bffd-be00f534b62c,99989,0,,0
350639,1793,1613753447,0,0,contact,,,,39,912b9eaf-4c12-4e09-971a-ae436fc42b47,196019,0,,0
350640,1793,1613753447,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,222430,0,,0
350641,1826,1613753454,0,0,infection,CASE0[0],,,39,,0,0,,0
350642,1803,1613753464,0,0,infection,CASE0[0],,,39,,0,0,,0
350643,1792,1613753495,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,58108,0,,0
350644,1676,1613753482,0,0,contact,,,,39,63cfadfd-235c-40aa-8f43-024bce0ac96e,59026,0,,0
350645,1703,1613753500,0,0,contact,,,,39,63cfadfd-235c-40aa-8f43-024bce0ac96e,64092,0,,0
350646,1792,1613753515,0,0,contact,,,,39,81932d42-635b-421e-bffd-be00f534b62c,66514,0,,0
350647,1715,1613753541,0,0,contact,,,,39,2f4e9306-c4e9-4dd3-9e76-9cc178ae9181,164587,0,,0
350648,1676,1613753544,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,320098,0,,0
350649,1733,1613753555,0,0,contact,,,,39,fb98fd64-9197-44c3-a2c7-3f32ad0693d4,63465,0,,0
350650,1711,1613753555,0,0,contact,,,,39,02b7deaa-a0a2-40bd-8f26-755204f3d942,64001,0,,0
350651,1826,1613753566,0,0,contact,,,,39,4310f9e0-a233-4cc9-bae2-b3e82e4a8a62,67077,0,,0
350652,1792,1613753595,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,62644,0,,0
350653,1676,1613753583,0,0,contact,,,,39,63cfadfd-235c-40aa-8f43-024bce0ac96e,64262,0,,0
350654,1676,1613753638,0,0,contact,,,,39,de3bd445-e699-4123-a4bc-037a9254cf9a,102362,0,,0
350655,1681,1613753641,0,0,contact,,,,39,e7d314de-2c80-4147-91f8-686252156be3,188710,0,,0
350656,1687,1613753656,0,0,contact,,,,39,e7d314de-2c80-4147-91f8-686252156be3,205345,0,,0
350657,1842,1613753657,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,121096,0,,0
350658,1738,1613753660,0,0,contact,,,,39,328d4d65-aefc-40a3-8a15-e9a7250b4346,69588,0,,0
350659,1753,1613753659,0,0,contact,,,,39,b22e5847-e49f-4175-b7df-00d96c7435b7,70265,0,,0
350660,1825,1613753661,0,0,contact,,,,39,495e32bd-dae0-435f-acdd-2800befc6841,61703,0,,0
350661,1826,1613753671,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,129090,0,,0
350662,1826,1613753673,0,0,contact,,,,39,de3bd445-e699-4123-a4bc-037a9254cf9a,206501,0,,0
350663,1700,1613753703,0,0,contact,,,,39,912b9eaf-4c12-4e09-971a-ae436fc42b47,59259,0,,0
350664,1695,1613753705,0,0,contact,,,,39,20596b4a-815c-4c69-967b-e44460ea7542,61419,0,,0
350665,1695,1613753449,0,0,contact,,,,39,553d0f3f-130b-453b-89b1-5b5edb7a2b69,197612,0,,0
350666,1676,1613753734,0,0,contact,,,,39,2d5872b4-d941-45df-a5ab-fa72243d22b9,173099,0,,0
350667,1842,1613753736,0,0,contact,,,,39,2d5872b4-d941-45df-a5ab-fa72243d22b9,174324,0,,0
350668,1826,1613753738,0,0,contact,,,,39,2d5872b4-d941-45df-a5ab-fa72243d22b9,176833,0,,0
350669,1676,1613753826,0,0,contact,,,,39,b5830628-fe75-4d2c-a77d-95901a1d3501,39477,0,,0
350670,1842,1613753827,0,0,contact,,,,39,b5830628-fe75-4d2c-a77d-95901a1d3501,38891,0,,0
350671,1711,1613753828,0,0,contact,,,,39,4310f9e0-a233-4cc9-bae2-b3e82e4a8a62,73337,0,,0
350672,1851,1613753835,0,0,contact,,,,39,3c1973a6-7211-426b-b1b9-0859872fcc10,168614,0,,0
350673,1801,1613753840,0,0,contact,,,,39,abc09e61-7747-4501-a312-c5e2cb7a8963,93259,0,,0
350674,1856,1613753860,0,0,contact,,,,39,150c0bae-1c92-4c03-b276-7adb4a69d8f7,94604,0,,0
350675,1711,1613753893,0,0,contact,,,,39,4310f9e0-a233-4cc9-bae2-b3e82e4a8a62,36222,0,,0
350676,1862,1613753921,0,0,contact,,,,39,13966515-12f6-45d5-a4d8-82eedea11acd,44701,0,,0
350677,1784,1613753951,0,0,contact,,,,39,e692b5ba-a5bb-4280-9771-d96a9e2577fb,75276,0,,0
350678,1826,1613753958,0,0,contact,,,,39,b5830628-fe75-4d2c-a77d-95901a1d3501,170178,0,,0
350679,1711,1613753964,0,0,contact,,,,39,b5830628-fe75-4d2c-a77d-95901a1d3501,171573,0,,0
350680,1862,1613753977,0,0,contact,,,,39,13966515-12f6-45d5-a4d8-82eedea11acd,19522,0,,0
350681,1784,1613754041,0,0,contact,,,,39,e692b5ba-a5bb-4280-9771-d96a9e2577fb,84322,0,,0
350682,1777,1613754094,0,0,contact,,,,39,fb98fd64-9197-44c3-a2c7-3f32ad0693d4,337682,0,,0
350683,1801,1613754130,0,0,contact,,,,39,abc09e61-7747-4501-a312-c5e2cb7a8963,62154,0,,0
350684,1856,1613754150,0,0,contact,,,,39,150c0bae-1c92-4c03-b276-7adb4a69d8f7,62748,0,,0
350685,1784,1613754137,0,0,contact,,,,39,ce4c3592-f65b-4484-aa34-a5aaaa81644d,65407,0,,0
350686,1744,1613754138,0,0,contact,,,,39,13966515-12f6-45d5-a4d8-82eedea11acd,64901,0,,0
350687,1700,1613754160,0,0,contact,,,,39,fb98fd64-9197-44c3-a2c7-3f32ad0693d4,65294,0,,0
350688,1711,1613754159,0,0,contact,,,,39,20596b4a-815c-4c69-967b-e44460ea7542,65736,0,,0
350689,1744,1613754202,0,0,contact,,,,39,b4785774-36ba-4f44-8af1-a011764ef8f9,73507,0,,0
350690,1786,1613754202,0,0,contact,,,,39,ce4c3592-f65b-4484-aa34-a5aaaa81644d,74771,0,,0
350691,1771,1613754221,0,0,contact,,,,39,b1b13a01-c6c6-46fb-8785-716e263810b8,99920,0,,0
350692,1692,1613754221,0,0,contact,,,,39,b69a8fb2-eb18-4732-8fd4-68268e141285,100247,0,,0
350693,1806,1613754327,0,0,outcome,,,ESCAPED,39,,0,0,,0
350694,1678,1613754338,0,0,contact,,,,39,4bd741df-d306-45b5-8cdc-d153566fc055,165682,0,,0
350695,1692,1613754374,0,0,contact,,,,39,b69a8fb2-eb18-4732-8fd4-68268e141285,85404,0,,0
350696,1771,1613754374,0,0,contact,,,,39,b1b13a01-c6c6-46fb-8785-716e263810b8,85036,0,,0
350697,1856,1613754404,0,0,contact,,,,39,15939e19-98fd-40db-b97d-a638f28339f3,171570,0,,0
350698,1854,1613754391,0,0,contact,,,,39,4bdbf7d4-241e-4210-97e6-47a7e87b4ad6,162316,0,,0
350699,1681,1613754392,0,0,contact,,,,39,e7d314de-2c80-4147-91f8-686252156be3,166339,0,,0
350700,1699,1613754395,0,0,contact,,,,39,e7d314de-2c80-4147-91f8-686252156be3,170716,0,,0
350701,1687,1613754398,0,0,contact,,,,39,e7d314de-2c80-4147-91f8-686252156be3,172998,0,,0
350702,1842,1613754397,0,0,contact,,,,39,2a1c957b-3d6a-40d2-aa5b-e3cddbfa7817,57302,0,,0
350703,1830,1613754436,0,0,contact,,,,39,b7f95378-a8ed-403e-9314-c6be81e8b495,33472,0,,0
350704,1865,1613754439,0,0,contact,,,,39,e9055f9c-7738-423e-ba66-8f9361801441,35430,0,,0
350705,1676,1613754514,0,0,contact,,,,39,2a1c957b-3d6a-40d2-aa5b-e3cddbfa7817,177097,0,,0
350706,1826,1613754518,0,0,contact,,,,39,2a1c957b-3d6a-40d2-aa5b-e3cddbfa7817,178943,0,,0
350707,1874,1613754542,0,0,contact,,,,39,a88638f3-b350-4863-bf61-6d13b873b45f,160367,0,,0
350708,1714,1613754546,0,0,contact,,,,39,e3f57c31-7eb3-4f5f-82da-541c9c1c49a9,164357,0,,0
350709,1851,1613754554,0,0,contact,,,,39,3c1973a6-7211-426b-b1b9-0859872fcc10,62945,0,,0
350710,1678,1613754554,0,0,contact,,,,39,4bd741df-d306-45b5-8cdc-d153566fc055,63445,0,,0
350711,1869,1613754568,0,0,falsePositive,,+,,39,,0,0,,0
350712,1744,1613754588,0,0,contact,,,,39,a03099d0-22b0-4ee3-91c1-8848989be92b,167841,0,,0
350713,1854,1613754589,0,0,contact,,,,39,a03099d0-22b0-4ee3-91c1-8848989be92b,167412,0,,0
350714,1681,1613754590,0,0,contact,,,,39,a03099d0-22b0-4ee3-91c1-8848989be92b,169587,0,,0
350715,1699,1613754592,0,0,contact,,,,39,a03099d0-22b0-4ee3-91c1-8848989be92b,170225,0,,0
350716,1676,1613754654,0,0,contact,,,,39,2d5872b4-d941-45df-a5ab-fa72243d22b9,171596,0,,0
350717,1842,1613754657,0,0,contact,,,,39,2d5872b4-d941-45df-a5ab-fa72243d22b9,174187,0,,0
350718,1826,1613754658,0,0,contact,,,,39,2d5872b4-d941-45df-a5ab-fa72243d22b9,175707,0,,0
350719,1777,1613754679,0,0,contact,,,,39,84471ac0-aed9-4c21-9843-a7ace1fdc729,63078,0,,0
350720,1735,1613754679,0,0,contact,,,,39,4310f9e0-a233-4cc9-bae2-b3e82e4a8a62,62742,0,,0
350721,1703,1613754684,0,0,contact,,,,39,4310f9e0-a233-4cc9-bae2-b3e82e4a8a62,75490,0,,0
350722,1777,1613754685,0,0,contact,,,,39,81932d42-635b-421e-bffd-be00f534b62c,76801,0,,0
350723,1744,1613754685,0,0,contact,,,,39,b4785774-36ba-4f44-8af1-a011764ef8f9,63224,0,,0
350724,1786,1613754685,0,0,contact,,,,39,ce4c3592-f65b-4484-aa34-a5aaaa81644d,64000,0,,0
350725,1685,1613754776,0,0,contact,,,,39,d6a671c8-5506-4bce-a148-049b4891d0d6,76739,0,,0
350726,1877,1613754777,0,0,contact,,,,39,61e41bd5-b971-444d-afe2-9ad85eeb6c28,77977,0,,0
350727,1676,1613754864,0,0,contact,,,,39,b5830628-fe75-4d2c-a77d-95901a1d3501,170046,0,,0
350728,1842,1613754867,0,0,contact,,,,39,b5830628-fe75-4d2c-a77d-95901a1d3501,170255,0,,0
350729,1826,1613754868,0,0,contact,,,,39,b5830628-fe75-4d2c-a77d-95901a1d3501,171949,0,,0
350730,1801,1613754958,0,0,contact,,,,39,abc09e61-7747-4501-a312-c5e2cb7a8963,800740,0,,0
350731,1856,1613754979,0,0,contact,,,,39,150c0bae-1c92-4c03-b276-7adb4a69d8f7,802005,0,,0
350732,1759,1613754986,0,0,contact,,,,39,3095dbf0-2f76-4aac-b9a2-aa39fa9e5a77,161796,0,,0
350733,1878,1613754986,0,0,contact,,,,39,00ae0df0-4c57-40fe-9133-60be7b2cc091,239411,0,,0
350734,1786,1613755003,0,0,contact,,,,39,a03099d0-22b0-4ee3-91c1-8848989be92b,1273927,0,,0
350735,1826,1613755100,0,0,contact,,,,39,bda07c4e-286f-420a-a924-09e312f54125,23940,0,,0
350736,1801,1613755173,0,0,contact,,,,39,abc09e61-7747-4501-a312-c5e2cb7a8963,103393,0,,0
350737,1856,1613755192,0,0,contact,,,,39,150c0bae-1c92-4c03-b276-7adb4a69d8f7,103922,0,,0
350738,1744,1613755189,0,0,contact,,,,39,b4785774-36ba-4f44-8af1-a011764ef8f9,59612,0,,0
350739,1786,1613755189,0,0,contact,,,,39,ce4c3592-f65b-4484-aa34-a5aaaa81644d,60999,0,,0
350740,1801,1613755383,0,0,contact,,,,39,abc09e61-7747-4501-a312-c5e2cb7a8963,182737,0,,0
350741,1856,1613755402,0,0,contact,,,,39,150c0bae-1c92-4c03-b276-7adb4a69d8f7,183272,0,,0
350742,1703,1613755418,0,0,contact,,,,39,84471ac0-aed9-4c21-9843-a7ace1fdc729,175541,0,,0
350743,1735,1613755421,0,0,contact,,,,39,81932d42-635b-421e-bffd-be00f534b62c,167812,0,,0
350744,1866,1613755457,0,0,contact,,,,39,abc09e61-7747-4501-a312-c5e2cb7a8963,65594,0,,0
350745,1856,1613755476,0,0,contact,,,,39,15939e19-98fd-40db-b97d-a638f28339f3,66098,0,,0
350746,1885,1613755489,0,0,contact,,,,39,13966515-12f6-45d5-a4d8-82eedea11acd,98511,0,,0
